ItemUniqueID,UnlockTheme0,UnlockTheme1,UnlockTheme10,UnlockTheme11,UnlockTheme12,UnlockTheme13,UnlockTheme14,UnlockTheme15,UnlockTheme16,UnlockTheme17,UnlockTheme18,UnlockTheme19,UnlockTheme2,UnlockTheme20,UnlockTheme21,UnlockTheme22,UnlockTheme23,UnlockTheme24,UnlockTheme25,UnlockTheme26,UnlockTheme27,UnlockTheme28,UnlockTheme29,UnlockTheme3,UnlockTheme30,UnlockTheme31,UnlockTheme32,UnlockTheme33,UnlockTheme34,UnlockTheme35,UnlockTheme36,UnlockTheme37,UnlockTheme38,UnlockTheme39,UnlockTheme4,UnlockTheme5,UnlockTheme6,UnlockTheme7,UnlockTheme8,UnlockTheme9,RolePriority,TargetItems,befc0baf string5
10010,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10011,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10012,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10013,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10014,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10015,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10016,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10017,137,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10018,137,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10019,137,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10021,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10022,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10023,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10024,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10025,388,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10026,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10027,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10028,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10029,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10030,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10031,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10032,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10033,217,319,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10034,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10035,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10036,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10037,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10038,206,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10039,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1004,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10040,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10041,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10042,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10043,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10044,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10045,23,45,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,64,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,111,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10046,202,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10047,202,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10048,202,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10049,202,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
1005,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10050,202,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10051,202,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10052,388,202,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,254,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10053,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10054,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10055,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10056,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10057,388,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10058,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10059,211,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10060,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10061,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10062,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10063,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10064,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10065,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10066,209,273,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,310,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10067,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10068,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10069,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10070,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10071,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10072,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10073,35,119,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,191,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,266,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10074,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10075,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10076,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10077,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10078,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10079,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10080,41,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10081,304,383,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10082,146,304,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,383,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10083,304,383,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10084,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
10085,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
10086,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
10087,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
10088,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
10089,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
1009,320,325,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10090,46,86,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,106,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,107,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,221,234,253,386,65534,65534,0,0,
10091,153,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,329,356,65534,65534,65534,65534,0,0,
10092,153,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,329,356,65534,65534,65534,65534,0,0,
10093,388,153,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,329,356,65534,65534,65534,0,0,
10094,153,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,329,356,65534,65534,65534,65534,0,0,
10095,153,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,329,356,65534,65534,65534,65534,0,0,
10096,153,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,329,356,65534,65534,65534,65534,0,0,
10097,153,224,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,269,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,308,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,329,356,65534,65534,65534,65534,0,0,
10098,11,105,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10099,11,105,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10100,11,105,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10101,11,105,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
10102,11,105,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,138,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,65534,0,0,
