StrSortIdCNzh,StrSortIdEUde,StrSortIdEUen,StrSortIdEUes,StrSortIdEUfr,StrSortIdEUit,StrSortIdEUnl,StrSortIdEUru,StrSortIdJPja,StrSortIdKRko,StrSortIdTWzh,StrSortIdUSen,StrSortIdUSes,StrSortIdUSfr,UniqueID
20293,15146,16989,24914,29238,22664,17764,29721,14305,27304,17267,16638,24512,28980,52
14497,6653,2232,8761,29214,22698,26014,19650,11906,6064,29113,2150,8590,28954,55
14497,6653,2232,8761,29214,22698,26014,19650,11906,6064,29113,2150,8590,28954,56
15013,10452,23277,8768,29196,22694,10720,24032,2437,15298,12871,22928,8602,28939,65
15013,10452,23277,8768,29196,22694,10720,24032,2437,15298,12871,22928,8602,28939,66
18455,28154,29239,8793,29234,22675,29389,6666,5083,2372,8756,28894,8634,28978,68
22725,6940,24762,8746,29261,22691,19668,24900,3784,16786,20301,24365,8582,28989,71
22725,6940,24762,8746,29261,22691,19668,24900,3784,16786,20301,24365,8582,28989,72
7399,27725,28887,8771,17063,22630,18132,19726,1617,26705,18201,28518,8606,17142,75
7399,27725,28887,8771,17063,22630,18132,19726,1617,26705,18201,28518,8606,17142,76
11368,23955,5342,18953,29149,22685,27815,22728,3894,24506,10929,5206,18093,28893,78
26674,3002,2901,8978,11512,12798,2691,10619,21273,15334,26388,2806,8794,11610,79
25765,25845,6422,6988,5067,13128,15651,24634,15357,19330,25188,6311,6972,5247,80
18812,24350,22475,5293,5308,4772,11622,9737,24294,9036,6102,22109,5174,5473,83
23516,16997,27055,28232,29436,20086,26668,6866,15433,20505,28806,26699,28417,29164,85
7630,6608,8948,27465,7570,22538,18070,5814,12838,21807,4607,8771,27636,9633,86
23172,23131,22308,15890,10263,11085,22620,8265,26693,3035,14904,21931,15085,10377,88
20543,17082,17088,3999,3187,28631,17376,9518,8833,18655,12789,16733,3947,3170,109
8597,15547,23873,6115,5199,3506,14800,25772,18706,10157,19985,23505,6003,5395,117
8597,15547,23873,6115,5199,3506,14800,25772,18706,10157,19985,23505,6003,5395,118
8597,15547,23873,6115,5199,3506,14800,25772,18706,10157,19985,23505,6003,5395,119
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,120
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,121
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,122
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,123
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,124
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,125
27859,16508,23034,3931,23325,3462,16181,12372,16367,4102,12349,22695,3895,4961,126
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,127
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,128
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,129
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,130
27884,11199,15740,14423,5098,10035,10036,10217,22837,11331,11263,15384,13987,5280,131
8644,26662,25825,2527,22648,19574,27461,24166,13694,5617,8861,25489,2521,22539,132
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,133
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,135
27648,27296,2783,9502,28986,6447,26651,10056,12448,14672,22614,2698,3138,28749,137
12447,18659,14641,25065,16015,28351,14471,15003,19156,9258,28768,14337,24620,16073,139
12447,18659,14641,25065,16015,28351,14471,15003,19156,9258,28768,14337,24620,16073,140
12447,18659,14641,25065,16015,28351,14471,15003,19156,9258,28768,14337,24620,16073,141
12447,18659,14641,25065,16015,28351,14471,15003,19156,9258,28768,14337,24620,16073,142
27993,24919,5559,24645,9473,4245,24288,29285,4523,26069,16627,5449,6909,9526,143
20815,13548,16049,27079,19973,27811,22078,10867,23158,8494,4120,15678,27073,19945,144
27993,24919,5559,24645,9473,4245,24288,29285,4523,26069,16627,5449,6909,9526,145
21161,2042,6987,8240,6190,5390,27324,9713,17465,21317,4263,6831,8089,6296,146
27993,24919,5559,24645,9473,4245,24288,29285,4523,26069,16627,5449,6909,9526,147
27472,23996,22690,14376,13642,14446,4318,15152,23112,6675,21485,22349,18823,13590,148
27472,23996,22690,14376,13642,14446,4318,15152,23112,6675,21485,22349,18823,13590,149
27472,23996,22690,14376,13642,14446,4318,15152,23112,6675,21485,22349,18823,13590,150
27472,23996,22690,14376,13642,14446,4318,15152,23112,6675,21485,22349,18823,13590,151
21934,24888,15811,16904,27693,11469,15767,25450,6723,4034,14733,15463,8916,27479,152
21934,24888,15811,16904,27693,11469,15767,25450,6723,4034,14733,15463,8916,27479,153
14023,6327,24179,14285,13742,14398,6010,20032,11565,15110,27022,23792,18847,13705,154
14023,6327,24179,14285,13742,14398,6010,20032,11565,15110,27022,23792,18847,13705,155
14023,6327,24179,14285,13742,14398,6010,20032,11565,15110,27022,23792,18847,13705,156
14023,6327,24179,14285,13742,14398,6010,20032,11565,15110,27022,23792,18847,13705,157
14023,6327,24179,14285,13742,14398,6010,20032,11565,15110,27022,23792,18847,13705,158
8995,22550,25132,14334,13644,14358,22182,25267,11851,12868,5927,24739,18902,13592,163
8995,22550,25132,14334,13644,14358,22182,25267,11851,12868,5927,24739,18902,13592,164
8995,22550,25132,14334,13644,14358,22182,25267,11851,12868,5927,24739,18902,13592,165
10360,13678,5991,7567,29862,11035,10139,5514,14248,20688,15176,5876,7462,29577,166
10360,13678,5991,7567,29862,11035,10139,5514,14248,20688,15176,5876,7462,29577,167
10360,13678,5991,7567,29862,11035,10139,5514,14248,20688,15176,5876,7462,29577,168
13822,2422,2385,8579,6853,5892,2328,28672,1775,16001,7686,2310,8426,6956,169
13818,2431,2391,8878,29360,27890,2329,24907,1781,16006,7679,2320,8706,29080,170
13826,2424,2389,8068,23431,5097,2330,28297,1786,15995,7674,2313,7906,23203,171
10360,13678,5991,7567,29862,11035,10139,5514,14248,20688,15176,5876,7462,29577,173
20199,15788,18240,26105,29868,6819,18213,20323,22606,20140,12922,17841,25881,29579,174
20199,15788,18240,26105,29868,6819,18213,20323,22606,20140,12922,17841,25881,29579,175
20199,15788,18240,26105,29868,6819,18213,20323,22606,20140,12922,17841,25881,29579,176
8118,2688,2676,8884,6857,5894,2536,28675,35,15475,13144,2606,8711,6960,177
8111,2678,2677,8072,23437,5099,2539,28302,42,15478,13140,2610,7908,23207,178
14921,16680,16381,8587,6861,5908,4356,28686,23989,8688,7356,15985,8436,6967,180
14916,16686,16391,8890,6361,27894,4362,24909,23992,8693,7355,15989,8718,6477,181
14926,16681,16384,8076,23444,5107,4369,28312,23996,8681,7349,15987,7911,23211,182
26481,5681,8172,8591,6862,5910,5406,28693,15313,6796,18114,8013,8443,6972,184
26476,5686,8176,8900,6364,27907,5413,24913,15318,6797,18113,8016,8725,6482,185
20199,15788,18240,26105,29868,6819,18213,20323,22606,20140,12922,17841,25881,29579,186
20517,13212,13264,8607,6895,5916,12078,28698,2162,18637,22125,13029,8458,7011,188
20515,13220,13274,8920,29373,27912,12085,24916,2167,18638,22120,13035,8737,29094,189
20521,13218,13267,8098,23482,5120,12087,28323,2172,18636,22118,13033,7935,23265,190
7673,18131,18259,8611,6900,5928,18282,28706,4058,17702,4579,17860,8468,7016,192
7669,18133,18265,8928,6406,27917,18288,24929,4060,17708,4572,17861,8750,6519,193
27845,16449,16025,8608,6869,5922,16019,28699,23165,8457,12305,15653,8464,6985,195
27844,16452,16028,8922,6371,27915,16026,24923,23169,8463,12302,15660,8743,6486,196
12203,19071,18731,8930,6872,5934,18860,28712,17564,23971,13024,18312,8757,6987,198
12202,19062,18732,8101,23457,5125,18867,28332,17566,23978,13020,18317,7942,23225,199
20199,15788,18240,26105,29868,6819,18213,20323,22606,20140,12922,17841,25881,29579,200
10009,19236,19042,8616,6877,5937,19106,28711,18283,23547,16997,18592,8471,6988,202
10002,19242,19053,8937,29370,27922,19108,24930,18284,23548,16996,18602,8761,29092,203
10013,19238,19049,8103,23460,5129,19112,28327,18288,23543,16990,18597,7944,23232,204
24324,22313,20832,8942,6380,27932,22017,24937,20285,24881,19784,20406,8762,6490,206
24330,22306,22268,1670,1502,1557,22024,15220,20290,24885,19782,21897,1706,1497,207
24337,22302,15164,1680,1513,1559,22021,11217,20293,24887,19783,14850,1714,1502,208
15435,5520,7982,8895,29367,27895,5313,24911,15234,6274,14978,7810,8724,29090,210
15438,5516,7977,8080,23447,5112,5315,28313,15241,6270,14976,7807,7918,23214,211
14079,24054,22939,8950,6882,5944,23860,28724,12530,14306,24206,22599,8768,6997,213
14077,24043,22943,8113,23465,5135,23861,28336,12535,14309,24199,22600,7951,23247,214
16694,5756,8240,8597,6865,5914,5429,28697,15277,6828,17578,8085,8444,6979,216
16690,5746,8236,8875,6592,5210,5433,29141,15279,6832,17569,8079,8698,6733,217
16702,5769,8233,27681,29368,27909,5425,5962,15302,6819,17566,8070,27874,29091,218
16706,5743,8239,21408,2594,2260,5420,24497,15286,6835,17576,8081,20767,2597,219
16695,5758,8243,8086,23450,5117,5436,28316,15290,6823,17554,8090,7923,23221,220
13690,25932,24930,8602,6885,5946,25314,28731,12379,14709,19651,24541,8449,7003,222
13687,25940,24934,8907,6387,27939,25321,24939,12385,14715,19648,24545,8726,6504,223
13692,25939,24933,8088,23466,5141,25327,28337,12392,14703,19642,24544,7928,23249,224
14092,26198,25416,8603,6887,5950,25618,28732,12112,14465,24216,25061,8456,7004,226
14090,26205,25426,8913,6389,27945,25622,24946,12117,14471,24215,25063,8731,6510,227
14098,26199,25422,8093,23472,5148,25624,28343,12120,14461,24214,25062,7931,23255,228
17856,27516,26400,27458,12091,13276,26842,28156,13278,22456,6314,26024,27629,12110,230
17856,27516,26400,27458,12091,13276,26842,28156,13278,22456,6314,26024,27629,12110,231
17856,27516,26400,27458,12091,13276,26842,28156,13278,22456,6314,26024,27629,12110,232
17856,27516,26400,27458,12091,13276,26842,28156,13278,22456,6314,26024,27629,12110,233
22412,20015,20351,8622,6878,5942,19676,28718,20246,27087,27738,19873,8476,6995,234
22409,20024,20359,27718,6374,27929,19683,24932,20248,27088,27733,19881,27903,6488,235
22414,20021,20356,8109,23462,5134,19687,28333,20252,27081,27730,19878,7948,23241,236
5572,27372,26106,8628,6894,5952,27050,28733,28109,23304,24568,25739,8480,7009,238
5570,27384,26115,8957,6399,27951,27053,24949,28116,23309,24561,25745,8775,6515,239
5577,27379,26111,8120,23479,5151,27057,28350,28121,23297,24560,25742,7956,23261,240
21142,27396,27185,8629,6888,5953,26676,28734,16183,23234,4285,26828,8484,7008,242
21135,27406,27194,8962,6396,27953,26683,24954,16190,23237,4281,26831,8776,6513,243
21147,27403,27192,8122,23475,5155,26685,28354,16193,23229,4274,26830,7959,23258,244
17856,27516,26400,27458,12091,13276,26842,28156,13278,22456,6314,26024,27629,12110,246
17856,27516,26400,27458,12091,13276,26842,28156,13278,22456,6314,26024,27629,12110,247
9024,29103,28912,2670,6615,10752,28338,4958,2614,18384,10584,28542,2673,6754,248
9024,29103,28912,2670,6615,10752,28338,4958,2614,18384,10584,28542,2673,6754,249
9024,29103,28912,2670,6615,10752,28338,4958,2614,18384,10584,28542,2673,6754,250
9024,29103,28912,2670,6615,10752,28338,4958,2614,18384,10584,28542,2673,6754,251
9024,29103,28912,2670,6615,10752,28338,4958,2614,18384,10584,28542,2673,6754,252
9024,29103,28912,2670,6615,10752,28338,4958,2614,18384,10584,28542,2673,6754,253
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,254
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,255
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,256
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,257
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,258
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,259
20970,24902,21384,18302,23544,29515,22151,20304,25504,4884,5999,20997,17407,23316,260
25802,24910,23321,7113,25217,29511,24276,29311,11850,14368,25192,23000,4462,25021,261
25802,24910,23321,7113,25217,29511,24276,29311,11850,14368,25192,23000,4462,25021,262
25802,24910,23321,7113,25217,29511,24276,29311,11850,14368,25192,23000,4462,25021,263
25802,24910,23321,7113,25217,29511,24276,29311,11850,14368,25192,23000,4462,25021,264
25802,24910,23321,7113,25217,29511,24276,29311,11850,14368,25192,23000,4462,25021,265
24073,13602,27672,17213,12529,13833,27244,4771,2734,10715,13085,27344,16324,12591,266
24073,13602,27672,17213,12529,13833,27244,4771,2734,10715,13085,27344,16324,12591,267
24073,13602,27672,17213,12529,13833,27244,4771,2734,10715,13085,27344,16324,12591,268
24073,13602,27672,17213,12529,13833,27244,4771,2734,10715,13085,27344,16324,12591,269
26829,17496,17522,14272,13678,14411,17675,14342,16869,4889,25993,17156,18846,13623,270
26829,17496,17522,14272,13678,14411,17675,14342,16869,4889,25993,17156,18846,13623,271
26829,17496,17522,14272,13678,14411,17675,14342,16869,4889,25993,17156,18846,13623,272
18442,27495,27226,19436,29636,2460,26735,25085,3152,16876,7477,26877,18585,29379,273
18442,27495,27226,19436,29636,2460,26735,25085,3152,16876,7477,26877,18585,29379,274
8761,15897,15379,8351,6692,5584,18289,21738,19112,12224,19918,15010,8213,6839,275
8761,15897,15379,8351,6692,5584,18289,21738,19112,12224,19918,15010,8213,6839,276
8761,15897,15379,8351,6692,5584,18289,21738,19112,12224,19918,15010,8213,6839,277
13604,9614,20403,15394,7664,14252,19712,7450,20882,25002,27775,19916,14768,7757,278
1076,5817,8321,6333,27152,13294,5481,27983,26897,27407,999,8162,6263,26907,279
1076,5817,8321,6333,27152,13294,5481,27983,26897,27407,999,8162,6263,26907,280
1076,5817,8321,6333,27152,13294,5481,27983,26897,27407,999,8162,6263,26907,281
18440,27488,27211,27671,7173,3697,26729,25083,3148,16862,7475,26855,27854,4078,282
18440,27488,27211,27671,7173,3697,26729,25083,3148,16862,7475,26855,27854,4078,283
20397,7188,18966,27606,7169,13349,22303,19850,13401,23489,7230,18532,27812,4077,284
20397,7188,18966,27606,7169,13349,22303,19850,13401,23489,7230,18532,27812,4077,285
20397,7188,18966,27606,7169,13349,22303,19850,13401,23489,7230,18532,27812,4077,286
14101,6761,9104,3809,29781,6241,11673,4752,3121,19168,16943,8945,3781,29516,287
19479,22358,20941,21375,17376,18059,22038,15703,18656,24354,28201,20539,20724,17467,288
19479,22358,20941,21375,17376,18059,22038,15703,18656,24354,28201,20539,20724,17467,289
19505,15749,27093,7869,28414,26351,15647,3542,25509,7172,20560,26744,7782,28224,290
19479,22358,20941,21375,17376,18059,22038,15703,18656,24354,28201,20539,20724,17467,291
7143,10592,14274,7988,7018,6094,6571,11182,14641,18590,24295,13974,9858,7129,292
19479,22358,20941,21375,17376,18059,22038,15703,18656,24354,28201,20539,20724,17467,293
12381,3593,2238,2550,1537,1677,3034,29960,9009,26610,19828,2155,2570,1533,294
14614,2299,2255,2570,1539,1688,2256,3121,1954,16073,20327,2164,2571,1535,295
9500,15097,7115,8288,6251,5489,5095,9749,3014,6088,26467,6969,8143,6371,296
2246,16265,15559,4479,25243,3076,19091,25676,26434,7477,2273,15203,4365,25040,297
21952,2674,2649,3014,1776,1863,2543,3327,10177,14900,11085,2580,3047,1787,298
2246,16265,15559,4479,25243,3076,19091,25676,26434,7477,2273,15203,4365,25040,299
15424,5741,8231,15461,7582,16334,6582,22456,1285,10210,14992,8069,14822,7605,300
19062,2956,2817,3135,1970,2106,2646,2960,348,17650,12943,2744,3155,1982,301
21384,12000,23660,16895,12134,13663,11184,8241,9779,13296,27815,23308,16032,12140,302
21235,27411,27200,28267,29455,28058,26700,25052,9965,13272,4327,26843,28430,29188,303
5268,13870,8062,4472,25251,3056,26242,24199,15505,10434,9252,7909,4359,25052,305
9758,4511,2534,4473,25250,3054,14070,24181,1478,16650,11284,2430,4360,25047,306
22080,5266,6570,4663,29524,3170,5033,24222,12666,22361,5790,6447,4377,29247,307
22080,5266,6570,4663,29524,3170,5033,24222,12666,22361,5790,6447,4377,29247,308
22080,5266,6570,4663,29524,3170,5033,24222,12666,22361,5790,6447,4377,29247,309
19688,15342,20307,4670,24644,3111,14975,24178,26146,2364,8127,19830,4606,24432,310
19688,15342,20307,4670,24644,3111,14975,24178,26146,2364,8127,19830,4606,24432,311
19688,15342,20307,4670,24644,3111,14975,24178,26146,2364,8127,19830,4606,24432,312
19688,15342,20307,4670,24644,3111,14975,24178,26146,2364,8127,19830,4606,24432,313
19688,15342,20307,4670,24644,3111,14975,24178,26146,2364,8127,19830,4606,24432,314
19688,15342,20307,4670,24644,3111,14975,24178,26146,2364,8127,19830,4606,24432,315
12317,24517,28869,21367,17347,18045,22003,15712,25660,7698,24847,28509,20720,17438,316
12317,24517,28869,21367,17347,18045,22003,15712,25660,7698,24847,28509,20720,17438,317
12317,24517,28869,21367,17347,18045,22003,15712,25660,7698,24847,28509,20720,17438,318
12317,24517,28869,21367,17347,18045,22003,15712,25660,7698,24847,28509,20720,17438,319
12317,24517,28869,21367,17347,18045,22003,15712,25660,7698,24847,28509,20720,17438,320
19126,11576,12100,1472,7878,28720,10713,8317,26645,16621,23104,11863,1477,7931,321
7011,18209,3686,1465,7874,28707,18441,17552,13132,5332,25601,3559,1458,7922,322
23354,12611,24322,1460,7867,28709,11501,14301,12964,25463,5498,23947,1455,7919,323
6326,22807,21280,3609,9516,10083,22205,20211,26041,7432,17363,20890,8090,7029,324
6558,6685,3531,3620,9523,10084,2070,29953,12233,6905,16355,3393,8094,7031,325
18665,16579,16258,3625,9513,10087,16174,12375,22793,5366,11218,15879,8100,7039,326
20334,24825,6299,3615,9526,10072,4908,29422,14769,20941,7175,6183,8092,7034,327
13752,13596,7403,6980,4182,4202,14903,8664,20315,11704,27825,7239,6961,4315,328
14461,11300,11959,21671,20421,19093,10686,7967,6956,3972,12234,11733,20982,20333,329
15205,11679,3166,3600,2539,2498,3020,5926,17316,9968,15619,3062,20593,2528,330
25293,28062,3632,3516,2589,28598,27757,17038,17239,14094,4916,3509,13924,2591,331
18670,16576,16255,25218,2650,4946,16168,17573,22790,5359,11222,15873,24796,2649,332
19223,28032,3637,7240,1478,4531,27763,22373,12331,13332,18886,3520,7243,1467,333
6609,6659,25632,25217,2643,4951,2047,9173,12229,6861,16391,25309,24790,2632,334
25609,17120,17170,26096,12021,6852,16380,5727,3863,14133,20657,16805,25871,12032,335
7309,17122,17176,26097,12865,6856,16426,5610,24010,16087,24096,16815,25872,12863,336
4759,28570,28398,25207,2648,4958,28699,17572,22083,26849,7709,28057,24782,2644,337
10315,22699,15061,8497,29296,26266,10716,5567,10340,19267,19049,14746,8347,29037,338
25657,3286,3373,18330,24576,29545,3160,21245,7385,3229,23270,3239,17444,24374,339
15470,24672,6432,4581,24624,3030,14490,20754,5476,6973,4391,6319,4549,24415,340
15470,24672,6432,4581,24624,3030,14490,20754,5476,6973,4391,6319,4549,24415,342
13506,6759,26704,2703,8164,27856,26878,25425,13197,27031,6534,26341,2725,8203,343
15470,24672,6432,4581,24624,3030,14490,20754,5476,6973,4391,6319,4549,24415,344
15470,24672,6432,4581,24624,3030,14490,20754,5476,6973,4391,6319,4549,24415,345
15470,24672,6432,4581,24624,3030,14490,20754,5476,6973,4391,6319,4549,24415,346
15470,24672,6432,4581,24624,3030,14490,20754,5476,6973,4391,6319,4549,24415,347
16271,13291,13454,10123,7858,6219,12390,28238,5096,15915,24573,13194,9839,7911,348
16271,13291,13454,10123,7858,6219,12390,28238,5096,15915,24573,13194,9839,7911,349
16271,13291,13454,10123,7858,6219,12390,28238,5096,15915,24573,13194,9839,7911,350
16271,13291,13454,10123,7858,6219,12390,28238,5096,15915,24573,13194,9839,7911,351
26031,2779,2754,4592,24634,3040,18501,3024,1287,6586,10616,2669,4563,24422,352
11312,7018,29873,4598,24639,3035,29442,6380,26706,19043,10883,29612,4565,24423,353
11312,7018,29873,4598,24639,3035,29442,6380,26706,19043,10883,29612,4565,24423,354
28472,19421,3358,4585,24628,3043,14496,20760,18874,12078,15670,3230,4556,24421,355
28472,19421,3358,4585,24628,3043,14496,20760,18874,12078,15670,3230,4556,24421,356
14032,26131,24187,4714,3754,3152,5953,19869,11532,15131,26941,23799,4455,3779,357
14032,26131,24187,4714,3754,3152,5953,19869,11532,15131,26941,23799,4455,3779,358
14032,26131,24187,4714,3754,3152,5953,19869,11532,15131,26941,23799,4455,3779,359
14032,26131,24187,4714,3754,3152,5953,19869,11532,15131,26941,23799,4455,3779,360
14032,26131,24187,4714,3754,3152,5953,19869,11532,15131,26941,23799,4455,3779,361
7357,26512,25698,4678,16220,4881,10190,17454,21567,19961,18227,25363,4387,16293,362
22795,4238,26761,4710,3750,3150,3864,4008,9015,19216,22108,26405,4442,3776,363
22795,4238,26761,4710,3750,3150,3864,4008,9015,19216,22108,26405,4442,3776,364
2242,16270,15561,4713,3741,3140,5650,25682,26441,7483,2263,15210,4448,3766,365
2242,16270,15561,4713,3741,3140,5650,25682,26441,7483,2263,15210,4448,3766,366
18178,26886,5365,4704,3745,3144,4641,8574,23929,9823,16546,5237,4435,3769,367
23234,15112,3266,4673,16216,4876,22535,9825,4921,9975,28709,3155,4382,16289,368
23234,15112,3266,4673,16216,4876,22535,9825,4921,9975,28709,3155,4382,16289,369
14116,7872,7730,11379,19023,8248,7068,27240,4694,7879,16935,7537,11093,19019,370
16590,9187,22036,12653,18890,7184,8095,27141,25558,7748,18319,21643,12374,18881,371
27227,7797,6254,12392,17727,7476,6958,27686,2780,6994,12905,6138,12136,17824,372
6192,8310,19570,11954,19327,7679,7988,27528,18602,23827,19079,19112,11717,19298,373
6527,9291,13780,12222,18782,8318,7483,26359,5350,9332,17531,13494,11976,18802,374
25538,9311,13974,12251,17547,8884,7526,26483,17847,8289,13413,13678,12004,17626,375
16930,7912,17443,12665,17930,7992,7820,26892,5520,8799,26289,17093,12387,18005,376
17213,7785,23009,11395,18994,8643,8228,27253,26401,13150,26268,22666,11116,18989,377
1895,8548,14617,13123,18264,8053,7571,26456,15924,28328,1954,14311,12849,18290,378
12223,9099,22024,12264,18954,8911,8092,27231,14946,17037,11654,21633,12012,18954,379
10373,8221,12014,12125,17711,7963,7340,26271,7643,3721,22423,11785,11864,17809,380
18335,8850,14793,13103,19108,7304,7594,26745,8971,3089,23697,14497,12819,19113,381
14988,9420,15865,12736,18324,7149,7667,26875,6392,3098,22145,15509,12436,18335,382
18795,2166,2105,15114,9793,4918,2183,3096,1239,16642,6074,1987,14566,9890,383
17559,9302,22948,12483,17855,7754,8227,27368,1260,3127,18930,22604,12217,17944,384
4444,7894,12034,12942,18453,8531,7352,26295,8265,3611,12436,11804,12659,18466,385
10549,8667,15188,12383,18365,8519,7607,26692,7170,2544,11459,14873,12116,18363,386
11246,8490,13943,13219,17487,8535,7517,26662,5167,2530,16254,13645,12942,17578,387
10545,8685,15197,11848,18356,8599,7600,26696,7246,4212,11473,14877,11603,18359,388
6893,8145,20611,11987,18325,7539,8038,27073,3080,17071,10553,20162,11738,18336,389
15109,8031,8427,12066,17949,7653,7129,26401,25319,17571,20637,8262,11805,18021,390
8247,9111,22093,12867,18867,8553,8109,27130,25577,6368,22847,21711,12582,18857,391
4136,8160,15831,13020,18373,7815,7662,26673,22193,15961,12431,15479,12742,18371,392
10022,8116,3900,13022,19098,7363,6773,26079,20062,11604,18966,3765,12746,19093,393
10032,8114,5846,11989,17742,7486,6909,27254,20033,11614,18957,5711,11739,17831,394
4234,8996,19221,11854,18902,8422,7928,26948,21387,10724,12734,18779,11607,18893,395
22660,9003,19467,13029,19391,8423,7971,27016,21313,24467,10005,19019,12751,19360,396
22654,8997,19595,11992,19251,8480,7998,27523,21323,24456,10013,19134,11741,19235,397
14533,8286,7104,13175,18476,7353,7021,26615,4081,2963,28507,6961,12889,18488,398
6983,9017,19530,11749,17515,8807,7979,27051,21305,24464,20011,19081,11493,17612,399
14533,9579,4533,12576,17778,7747,6795,26122,4081,2963,28507,4422,12314,17863,400
7870,9466,12657,12376,18056,7344,7401,27609,5138,21286,4219,12416,12107,18109,401
17244,8246,12424,12153,18145,7987,7381,26296,11008,19868,9951,12174,11895,18180,402
4383,8429,19109,12681,18722,8414,7901,26986,25330,26360,12712,18669,12397,18742,403
25761,9260,14109,11586,17662,8690,7545,26551,10638,24143,26591,13814,11325,17738,404
22132,9452,26974,13122,19136,8842,8429,27448,8985,3070,23015,26602,12842,19144,405
10046,8211,10134,12139,17919,7484,7262,27553,20565,24799,19175,9925,11889,18001,406
25418,9223,23899,13225,17806,8753,8274,27727,10124,14315,15822,23543,12944,17898,407
20776,8206,15182,12091,18825,7759,7596,26701,25971,5508,19818,14865,11843,18834,408
24363,7875,3883,11593,17665,7359,6767,26067,1571,15877,19792,3747,11336,17742,409
18142,9272,15802,11387,19017,8732,7655,26737,25049,9184,23075,15456,11107,19013,410
18152,8519,13968,11756,17733,8253,7523,26512,22375,9669,13033,13669,11499,17826,411
5754,8927,29931,11874,17461,8379,8559,26433,19475,22891,27629,29655,11632,17553,412
