DefaultValue,MaxValue,UniqueID,5140e4b4 u8,FlagsFlowAccess,Key,Name,SendPlayReport
0,1,109,0,2,ChoiceRestaurant,カフェ、レストランの新築でレストランを選んだ,1
0,1,111,0,2,Unlock_CreateRoad,道造成モードアンロック,1
0,1,114,0,2,NoticeAboutCreateRoad,道造成モードの初回ダイアログを見た？,1
0,1,115,0,2,SeqDIYCatalogOngoing,DIYアイテム解禁イベントが進行中,1
0,1,116,0,2,MncCannotGetRecipe,ニコ|DIYレシピイベントでレシピを受け取り損ねた,1
0,1,117,0,2,SeqMncTalkDIYCatalog,ニコのDIYイベントでニコと話した,1
0,2,118,3,2,CompleteDemoStartSpot,完成デモの開始場所,1
0,1,119,3,2,IsParty,打ち上げパーティ中か？,1
0,1,120,0,2,SeqEventReserveInOffice,事務所入場時にイベントを発生させる,1
0,1,121,0,2,Prohibit_NewOrder,新規受注を禁止,1
0,1,124,0,2,SeqExchangeMachineEventReady,両替機（ポキATM）解禁イベントの発生条件を満たした,1
0,1,125,0,2,SeqResortStudyEventReady,リゾートスタディー解禁イベントの発生条件を満たした,1
0,1,126,0,2,GenerateSecondCustomer,2番目の依頼主を事務所内に生成するか？,1
0,65535,127,0,0,ShopFtrUseTotal_High,売店での累計家具購入額上位ビット,1
0,65535,128,0,0,ShopFtrUseTotal_Low,売店での累計家具購入額下位ビット,1
0,1,129,0,2,SeqShareHouseOngoing,シェアハウス解禁イベントが進行中,1
0,1,130,0,2,Unlock_ManCatalogShop,ナッティーカタログ販売アンロック,1
0,1,131,0,2,SeqManTalkAboutCatalogShop,ナッティーカタログの説明を見た？,1
0,1,132,0,2,SeqManTalkAboutChocolate,お土産チョコレートの説明を見た？,1
0,1,133,3,2,IsMncChangeStageForPhotoMode,撮影モード用にニコが配置位置を変更したかどうか？,1
0,1,134,0,2,ResortPlannerFromInspect,視察先からリゾートプランナーを起動したか？,1
0,1,135,3,2,ResortPlannerCancel,リゾートプランナーを開いてキャンセルしたか？（ニコ）,1
0,1,137,0,2,SeqFirstVisitCustomerArrivalTalk,初再訪イベントで別荘到着時の会話を見た,1
0,1,138,3,2,EditHouseBreakReturn,エディットを中断して帰って来た（ニコ）,1
0,1,139,3,2,VisitHouseReturn,訪問して帰って来た,1
0,1,141,0,2,SeqOtgSickDone,タクミ体調不良イベントを見た？,1
0,1,142,0,2,SeqMncRecipeDone,ニコのレシピイベントを見た？,1
0,1,143,0,2,SeqKKRaveStageDone,けけフェス：イベント会場完成イベントを見た？,1
0,1,144,0,2,SeqKKRave1stDone,けけフェス：初回イベントを見た？,1
0,4,145,1,2,SNPCAppearCtrl,メインエリアのSNPC出現制御フラグ,1
0,1,146,0,2,Unlock_Extension_Cafe,施設：カフェ増築アンロック,1
0,1,147,0,2,Unlock_Extension_Restaurant,施設：レストラン増築アンロック,1
0,1,148,0,2,Unlock_Extension_Hospital,施設：病院増築アンロック,1
0,1,149,0,2,CompleteExtensionCafe,施設：カフェの増築が完成した,1
0,1,150,0,2,CompleteExtensionRestaurant,施設：レストランの増築が完成した,1
0,1,151,0,2,CompleteExtensionHospital,施設：病院の増築が完成した,1
0,1,152,0,2,Unlock_Insect,ムシ配置アンロック,1
0,1,153,0,2,Unlock_FlowerCatalog,花の交配種カタログ解禁アンロック,1
0,1,154,0,2,Unlock_PillarCatalog_01,柱・間仕切りカタログ解禁アンロック１,1
0,1,155,0,2,Unlock_PillarCatalog_02,柱・間仕切りカタログ解禁アンロック２,1
0,1,156,0,2,NnpcSetHiddenInOffice,事務所内の一般NPCを非表示にする,1
0,1,157,1,2,SeqMncEventLesson01,ウェアラン訪問処理（日跨ぎ）でニコのレッスンイベント１を予約,1
0,1,158,1,2,SeqMncEventLesson02,ウェアラン訪問処理（日跨ぎ）でニコのレッスンイベント２を予約,1
0,65535,159,0,2,HospitalDonation,病院の募金額,1
0,1,161,0,2,SetManOfficeChair,ナッティー用の椅子が配置されたか？,1
0,1,162,1,2,BoaHospitalEvent,病院にカブリバを出す,1
0,1,163,1,2,GetCookingFtrToday,レストラン｜今日、料理家具をもらった,1
0,1,164,1,2,GetCookingRecipeToday,レストラン｜今日、料理レシピをもらった,1
0,1,165,1,2,GetMedicalEquipToday,病院｜今日、医療装備をもらった,1
0,1,166,1,2,BoaGetTurnipToday,病院｜今日、カブをもらった,1
0,1,170,1,2,KKFesIsAnnounce,本日けけフェスの告知を見たか,1
0,3,171,1,2,FirstKKFesStep,初回けけフェス状態,1
0,1,172,1,2,IsFirstKKFesDay,初回けけフェス当日か?,1
0,1,173,1,2,BridgeFromGrowUp,訪問処理（日跨ぎ）によって桟橋移動した,1
0,2,174,3,2,RequestEndShareHouseDemo,シェアハウス解散デモを予約,1
0,1,175,1,2,CookGiveItemFailed,レストラン｜料理家具を受け取れなかった,1
0,1,176,1,2,TraineeGiveItemFailed,レストラン｜料理レシピを受け取れなかった,1
0,2,177,0,2,IsFacilityEditStartDemo,施設作成デモが発生しているか？,1
0,1,178,0,2,NeedNoticeHouseDesign,OneRoom序盤に自宅リフォーム未解禁だった？,1
0,1,180,0,2,SeqMncGardenEditTalk,ニコから庭エディットの案内を聞いた,1
0,1,181,1,2,ChocolateDemoEnd,チョコレート勧誘デモが終わった直後か,1
0,99,182,0,2,MncBoxStone,ニコ素材BOX保存用フラグ：いし,1
0,1,183,0,2,Unlock_MessageBottle,メッセージボトル漂着アンロック,1
0,99,185,0,2,MncBoxIron,ニコ素材BOX保存用フラグ：てっこうせき,1
0,99,186,0,2,MncBoxWoodSoft,ニコ素材BOX保存用フラグ：やわらかいもくざい,1
0,99,187,0,2,MncBoxWoodNormal,ニコ素材BOX保存用フラグ：もくざい,1
0,99,188,0,2,MncBoxClay,ニコ素材BOX保存用フラグ：ねんど,1
0,1,189,0,2,SeqMncDIYRecipeOngoing,ニコのDIYレシピイベントが進行中,1
0,2,190,0,2,IsFacilityEditEndIndoorDemo,施設完成デモ(内装)が発生中か？,1
0,1,194,0,2,SeqIntimateDustCloth,雑巾を使うナッティーのイベントを見た？,1
0,50,195,0,2,SchoolEventTeacherPosX,授業イベント用の先生の配置位置(X),1
0,50,196,0,2,SchoolEventTeacherPosZ,授業イベント用の先生の配置位置(Z),1
0,2047,197,0,2,SchoolEventPlayerPosX,授業イベント用のプレイヤーの配置位置(X),1
0,2047,198,0,2,SchoolEventPlayerPosZ,授業イベント用のプレイヤーの配置位置(Z),1
0,360,199,0,2,SchoolEventTeacherAngle,授業イベント用の先生の向き,1
0,360,200,0,2,SchoolEventPlayerAngle,授業イベント用のプレイヤーの向き,1
0,1,201,0,2,SchoolEventIsPlayerSitChair,授業イベントでプレイヤーが座るかどうか,1
0,1,202,0,2,Unlock_MncBox,事務所：素材ボックスアンロック,1
0,1,203,0,2,SeqMncGardenThemeTalk,庭お題の初回会話を見た,1
0,1,204,0,2,SeqAvailableAmiiboDone,amiibo読取機解禁イベントを見た？,1
0,1,205,0,2,IsChocolateDemoRun,チョコレート勧誘デモ：走り抜ける状態か？,1
0,1,206,0,2,MncBoxRemovePresent,ニコ素材BOX：アイテムを渡した日か？,1
0,1,207,0,2,SeqOtgSickOngoing,タクミの体調不良イベントが進行中,1
0,1,208,0,2,Unlock_ManDeferredPayment,ナッティー後払いアンロック,1
0,1,209,0,2,SetDustClothPosInOffice,雑巾を使うイベントのキャラクタ配置にする,1
0,1,210,0,2,BoaTalkedWherearen,カブリバ｜島で会話した事ある,1
0,1,211,1,2,BoaTalkToday,カブリバ｜本日、会話した？,1
0,1,212,1,2,OtgWithoutMakeup,タクミ｜すっぴんにする,1
0,16,214,4,2,ChocolateNpcWherearenIndex,チョコレート勧誘デモ：勧誘したNPCの格納されている位置,1
0,1,215,0,2,NpcGeneratePreDustClothTemp,まごころ雑巾前振りイベント用の配置予約,1
0,1,234,0,2,FirstOfficeChestFlag,初めて事務所ロッカーにアクセスした,1
0,1,235,0,2,SeqTakeOrderTutorialDone,受注チュートリアルが完了,1
0,3,239,0,2,AfterFirstKKFesCount,初回けけフェス後の新築完成数,1
0,2048,240,0,0,RestaurantTraineeRecipeIndex,料理人見習いの料理レシピIndex,1
0,1,241,0,2,SeqOtgTalkTakeOrderTutorial,受注チュートリアルでタクミの話を聞いた,1
0,10,243,0,0,ShopFtrHighRankCancel,売店でランク5商品禁止日数カウンター,1
0,50000,245,1,2,DailyExchangePoki,1日に両替したポキ金額,1
0,1,246,0,2,SeqFirstVisitCustomerMncTalk,初再訪イベントでニコと話した,1
0,50000,248,1,2,DailyExchangeBell,1日に両替したベル金額,1
0,1,249,0,2,SeqOtgSickFinish,タクミの体調不良イベントが完了,1
0,1,250,0,2,NoticeAboutChangeBridge,橋・坂の外観変更の初回ダイアログを見た？,1
0,1,251,0,2,SeqLocationTutorialDone,土地選択の説明を見た？,1
0,1,252,0,2,SeqKKFesStartBuildStageDone,けけフェス：イベント会場設営開始イベントを見た？,1
0,2,253,0,2,KKFesPrePare,初回ケケフェス準備段階,1
0,3,254,1,2,mncLongTimeNoSee,ニコ久々会話フラグ,1
0,1,255,0,2,Unlock_WorkingTable,事務所：作業台アンロック,1
0,1,256,0,2,FacilityPreEditTalkDone,施設の初回エディット開始時の説明を聞いた？,1
0,1,257,0,2,WhichBuildRestaurantCafe,レストラン(1)orカフェ(0)どちらの新築？,1
0,1,258,0,2,MncLessonDone,ニコの授業イベントを見た？,1
0,1,260,0,2,SeqRestaurantEdit2Ongoing,残りの飲食店を作るイベントが進行中,1
0,1,261,0,2,SeqEnvSoundOngoing,環境音解禁イベントが進行中,1
0,1,262,0,2,RcoGenerateInOfficeTemp,たぬきち|事務所内への生成を予約,1
0,1,263,0,2,MncEntryOfficeReserve,ニコ|事務所内イベントでの途中入場を予約,1
0,1,264,0,2,SeqPartyPatternedDone,定型打ち上げイベントを見た？,1
0,65535,265,0,2,HospitalDonationHigh,病院の募金額(上位),1
0,1,266,0,2,CompleteHospitalDonation,病院募金の目標額を達成した,1
0,100,268,0,2,RainbowProbability,虹発生確率,1
0,2,269,0,2,RainbowNum,虹発生状況,1
0,1,272,0,2,Unlock_NPC_10,NPC解禁：カベタス解禁直前,1
0,3,273,0,0,MoonKKFesUnlockRestDays,初回KKフェス後の月齢フェス解禁残り日数,1
0,99,274,0,2,MncBoxWoodHard,ニコ素材BOX保存用フラグ：かたいもくざい,1
0,1,275,0,0,IsOrderedNewNpcHouse,NPC別荘の新築依頼を受けたか,1
0,1,277,0,2,SeqPartyFDone,F昇格打ち上げイベントを見た？,1
0,2,278,0,2,RainbowReserve,虹予約状況,1
0,1,279,3,2,IsFParty,F昇格打ち上げイベント中か？,1
0,1,280,0,2,HgcCongratsWherearenTailor,ことの｜服屋完成のお祝い聞いたか,1
0,1,281,0,2,IsGetPartyItem40,40件目の打ち上げデモ報酬をもらったか？,1
0,1,283,3,2,ReturnWithOtg,タクミと一緒に訪問帰還した（タクミ/ニコ別荘）,1
0,1,284,0,2,SeqCeilingEventReady,天井家具解禁イベントが発生する状況か,1
0,1,286,1,2,CompleteHospitalDonation_Today,病院募金の目標額を達成した（当日）,1
0,1,287,3,2,RoomSketchPaste,ルームスケッチのペーストを行った,1
0,360,288,0,2,SchoolEventDeskAngle,授業イベント用の教卓の向き,1
0,7,289,0,2,WorkModeNewItemGrade,お仕事コーデ｜newアイテムを表示したグレード,1
0,1,290,0,2,WorkModeNewItemLook,お仕事コーデ｜newアイテムを見たか,1
0,1,291,0,2,SeqFacilityIntroOngoing,施設の導入イベントが進行中,1
0,1,292,0,2,NoticeAboutWorkMode,お仕事コーデ選択画面の初回ダイアログを見た？,1
0,1,293,0,2,NoticeAboutHouseOrderCatalog,オーダーカタログの初回ダイアログを見た？,1
0,1,294,0,2,NoticeAboutIslandMap,諸島マップの初回ダイアログを見た？,1
0,1,295,0,2,NoticeAboutFenceAndRoad,柵＆道造成の初回ダイアログを見た？,1
0,1,296,0,2,NoticeAboutHouseCastUI,別荘キャストUIの初回ダイアログを見た？,1
0,1,297,0,2,NoticeAboutPhotoRegistration,初写真登録の初回ダイアログを見た？,1
0,1,298,0,2,NoticeAboutFacilityOrderCatalog,施設オーダーカタログの初回ダイアログを見た？,1
0,1,299,0,2,NoticeAboutInteriorModePlus_RoomSize,インテリアモード＋部屋サイズの初回ダイアログを見た？,1
0,1,300,0,2,NoticeAboutFacilityRoleCastUI,役職専用キャストUIの初回ダイアログを見た？,1
0,1,301,0,2,NoticeAboutOrderCatalog_CrossWall,しきりかべ解禁後のカタログの初回ダイアログを見た？,1
0,1,302,0,2,NoticeAboutOrderCatalog_RareFlower,レア花解禁後のカタログの初回ダイアログを見た？,1
0,1,303,0,2,NoticeAboutAmibo_FullOpen,amiiboで全要素解禁の初回ダイアログを見た？,1
0,1,304,0,2,NoticeAboutAmibo_NpcMode,Amibo解禁後のNPC移動モード初回ダイアログを見た？,1
0,1,305,0,2,NoticeAboutAmibo_FacilityRoleCastUI,Amibo解禁後の施設キャストUI初回ダイアログを見た？,1
0,1,306,0,2,NoticeAboutMagokoroRag1,まごころ雑巾の初回ダイアログを見た？,1
0,1,307,0,2,NoticeAboutMagokoroRag2,まごころ雑巾追加1回目の初回ダイアログを見た？,1
0,1,308,0,2,NoticeAboutMagokoroRag3,まごころ雑巾追加2回目の初回ダイアログを見た？,1
0,1,309,0,2,NoticeAboutOrderCatalog_MainIslandCatalog,本島カタログ解禁後のカタログの初回ダイアログを見た？,1
0,1,310,0,2,NoticeAboutOrderCatalog_Diy,DIY家具解禁後のカタログの初回ダイアログを見た？,1
0,1,311,0,2,NoticeAboutOrderCatalog_Counter,カウンター授業後にカタログ開いたときのの初回ダイアログを見た？,1
0,1,312,0,2,NoticeAboutInsectEdit,ムシエディットの初回ダイアログを見た？,1
0,1,313,0,2,NoticeAboutCameraLstOff,カメラアプリでLstでキャラ非表示機能の初回ダイアログを見た？,1
0,1,315,0,2,Unlock_Item_Event_After_Facility_School,アイテム解禁：学校完成後アンロック,1
0,1,316,0,0,IsDoneOrderPostUnlockCeiling,天井家具解禁後OneRoom依頼を行ったか,1
0,1,317,0,2,NoticeAboutInteriorModePro,もようがえライセンス説明の初回ダイアログを見た？,1
0,1,319,0,2,OtgTalkEntranceRestaurant,タクミ｜事務所入場会話で飲食店の話を聞いた？,1
0,1,320,0,2,SeqMncBoxEventReady,素材ボックス解禁イベントの発生条件を満たした,1
0,1,321,0,2,SeqOtgTalkAboutChocolate,お土産チョコレート啓蒙イベントを見た？,1
0,1,322,3,2,ManDustCloth,ナッティー｜バンダナを装備させる,1
0,1,323,0,2,SeqMncGardenInsectTalk,ムシ配置の啓蒙会話を見た,1
0,1,324,0,2,SeqFirstVisitCustomerHowToGo,初再訪イベントで訪問先選択の説明を聞いた,1
0,1,325,0,2,FirstOfficeStoreroomFlag,初めて事務所のキャビネットにアクセスした,1
0,1,326,0,0,HasOpenedOfficeDoor,事務所ドアを開けたことがあるか,1
0,1,332,0,2,Unlock_PillarCatalog_Brick,柱・間仕切りカタログ解禁（レンガ）,1
0,1,333,0,2,Unlock_PillarCatalog_Concrete,柱・間仕切りカタログ解禁（コンクリート）,1
0,1,334,0,2,Unlock_PillarCatalog_Steel,柱・間仕切りカタログ解禁（スチール）,1
0,1,335,0,2,Unlock_PillarCatalog_Plain,柱・間仕切りカタログ解禁（シンプル）,1
0,1,336,0,2,Unlock_PillarCatalog_Marble,柱・間仕切りカタログ解禁（だいりせき）,1
0,6,337,0,2,MncBoxProgress,ニコの素材BOXクリア進捗,1
0,1,338,1,2,ManSetAfterTalkEnvSound,ナッティー|環境音解禁後の会話を予約,1
0,1,339,0,2,MncBoxReadMemo,ニコの素材BOX内のメモを読んだ？,1
0,99,340,0,2,MncBoxBranch,ニコ素材BOX保存用フラグ：きのえだ,1
0,99,341,0,2,MncBoxGold,ニコ素材BOX保存用フラグ：きんこうせき,1
0,1,342,0,1,IsBuiltAllNpcHouse,全NPCが諸島民になったかどうか,1
0,1,343,0,2,NoticeAboutWarehouse,事務所２F倉庫の初回ダイアログを見た？,1
0,1,344,1,2,OtgTalkTodayJustBeforeTailor,タクミ｜この日服屋作成直前の会話を聞いた？,1
0,1,345,0,2,FirstHouseAppearanceUI,家外観選択画面にはじめてはいった,1
0,1,346,0,2,NoticeAboutMyHomeParts,P自宅用の外観パーツが追加された初回ダイアログを見た？,1
0,1,347,0,2,NoticeAboutHouseShape,家の形状が選べるようになった初回ダイアログを見た？,1
0,1,348,0,2,NoticeAboutManCatalog,ナッティーカタログの初回ダイアログを見た？,1
0,99,349,0,0,ApproachSelectMissedCount,アプローチNPC抽選で連続で外し続けた回数,1
0,1,350,0,2,OtgTalkAfterParty2,タクミ｜20件打ち上げ後の会話を聞いた？,1
0,1,351,0,2,IsAfterFirstKKFesDay,初回けけフェスの翌日以降か？,1
0,1,352,0,2,PutAmiiboDeviceInOffice,事務所にamiibo読取機を設置,1
0,1,353,1,2,GetPlumeriaToday,学校｜今日、プルメリアを受け取った,1
0,1,354,1,2,TeacherGiveItemFailed,学校｜プルメリアを受け取れなかった,1
0,1,355,0,2,NoticeAboutFenceOnly,柵＆道モードで道がない状態の初回ダイアログを見た？,1
0,1,356,0,2,NoticeAboutRoadOnly,道が追加された状態でモードの初回ダイアログを見た？,1
0,1,359,0,2,Unlock_Party1,打ち上げ装備品解禁１,1
0,1,360,0,2,Unlock_Party2,打ち上げ装備品解禁２,1
0,1,362,0,2,ReceptionTalkAboutHospital,受付から病院の説明を聞いた？,1
0,1,363,0,2,SeqSameLocationRemindDone,同じ土地を選択できる旨の再説明を聞いた？,1
0,1,364,0,2,NoticeAboutMagokoroMyDesign,まごころのマイデザインの初回ダイアログを見た？,1
0,1,365,1,2,TeacherTalkedNow,先生と初会話した,1
0,1,366,1,2,DoctorEventStart,医者イベント開始したか,1
0,1,367,1,2,CookTalkedNow,料理長と初会話した,1
0,1,368,1,2,BoaGiveTurnipFailed,病院｜カブを受け取れなかった,1
0,1,369,1,0,IsFirstKKFesForceEnd,初回フェスの本島ライブ由来による終了,1
0,1,370,0,2,SeqFirstSelectExtentionDone,商談で階数選択の初回説明を聞いた？,1
0,1,372,3,1,IsDisableOtgWorkMotion,タクミちゃんの仕事モーションが禁止されていたかどうか,1
0,1,373,0,2,MncGenerateInOfficeRestaurantEdit2,ニコ|事務所内への生成を予約（残りの飲食店用）,1
0,3,374,1,2,HospitalReceptionFlag,病院｜受付フラグ,1
