CharacterId,NumberingId,SpNpcCloth,NfpType,NpcLabel,NpcType,Reaction,SeriesId,Studio,Wherearen
230400,134,-1,1,ham06,0,0,5,0,0
241152,135,-1,1,hrs10,0,0,5,0,0
265728,136,-1,1,mus02,0,0,5,0,0
234496,137,-1,1,hip04,0,0,5,0,0
244736,138,-1,1,kal00,0,0,5,0,0
257536,139,-1,1,lon08,0,0,5,0,0
289792,140,-1,1,pgn13,0,0,5,0,0
294912,141,-1,1,pig08,0,0,5,0,0
281600,142,-1,1,pbr01,0,0,5,0,0
212736,143,-1,1,flg07,0,0,5,0,0
195328,144,-1,1,dog17,0,0,5,0,0
239616,145,-1,1,hrs04,0,0,5,0,0
293120,146,-1,1,pig01,0,0,5,0,0
247296,147,-1,1,kal10,0,0,5,0,0
313088,148,-1,1,shp02,0,0,5,0,0
170240,149,-1,1,chn00,0,0,5,0,0
133120,150,-1,1,ant08,0,0,5,0,0
195072,151,-1,1,dog16,0,0,5,0,0
296960,152,-1,1,pig16,0,0,5,0,0
330496,153,-1,1,wol00,0,0,5,0,0
300032,154,-1,1,rbt00,0,0,5,0,0
230144,155,-1,1,ham05,0,0,5,0,0
187904,156,-1,1,der08,0,0,5,0,0
207104,157,-1,1,elp06,0,0,5,0,0
315648,158,-1,1,shp12,0,0,5,0,0
215808,159,-1,1,flg19,0,0,5,0,0
234240,160,-1,1,hip03,0,0,5,0,0
131072,161,-1,1,ant00,0,0,5,0,0
318720,162,-1,1,squ00,0,0,5,0,0
304640,163,-1,1,rbt18,0,0,5,0,0
314368,164,-1,1,shp07,0,0,5,0,0
286720,165,-1,1,pgn01,0,0,5,0,0
202496,166,-1,1,duk16,0,0,5,0,0
192512,167,-1,1,dog06,0,0,5,0,0
98816,168,-1,1,tkkA,1,0,5,0,0
100864,169,-1,1,alw,1,0,5,0,0
103424,170,-1,1,skk,1,0,5,0,0
100608,171,-1,1,hgc,1,0,5,0,0
105728,172,-1,1,dga,1,0,5,0,0
105984,173,-1,1,dgb,1,0,5,0,0
112128,174,-1,1,lom,1,0,5,0,0
99841,175,-1,1,rct,1,0,5,0,0
103680,176,-1,1,mnk,1,0,5,0,0
104448,177,-1,1,kps,1,0,5,0,0
110848,178,-1,1,upa,1,0,5,0,0
102144,179,-1,1,mob,1,0,5,0,0
98561,180,-1,1,sza,1,0,5,0,0
111360,181,-1,1,mka,1,0,5,0,0
105216,182,-1,1,chm,1,0,5,0,0
104960,183,-1,1,bev,1,0,5,0,0
109824,184,-1,1,pkn,1,0,5,0,0
163584,185,-1,1,cbr02,0,0,5,0,0
159232,186,-1,1,cat17,0,0,5,0,0
246016,187,-1,1,kal05,0,0,5,0,0
208128,188,-1,1,elp10,0,0,5,0,0
146432,189,-1,1,brd15,0,0,5,0,0
187392,190,-1,1,der06,0,0,5,0,0
235520,191,-1,1,hip08,0,0,5,0,0
287744,192,-1,1,pgn05,0,0,5,0,0
151808,193,-1,1,bul07,0,0,5,0,0
250112,194,-1,1,kgr00,0,0,5,0,0
158720,195,-1,1,cat15,0,0,5,0,0
176640,196,-1,1,cow01,0,0,5,0,0
214016,197,-1,1,flg12,0,0,5,0,0
198912,198,-1,1,duk02,0,0,5,0,0
164608,199,-1,1,cbr06,0,0,5,0,0
239104,200,-1,1,hrs02,0,0,5,0,0
220416,201,-1,1,goa07,0,0,5,0,0
278528,202,-1,1,ost10,0,0,5,0,0
170752,203,-1,1,chn02,0,0,5,0,0
193024,204,-1,1,dog08,0,0,5,0,0
182528,205,-1,1,crd06,0,0,5,0,0
318976,206,-1,1,squ01,0,0,5,0,0
282624,207,-1,1,pbr05,0,0,5,0,0
260608,208,-1,1,mnk01,0,0,5,0,0
146944,209,-1,1,brd17,0,0,5,0,0
155648,210,-1,1,cat03,0,0,5,0,0
223488,211,-1,1,gor00,0,0,5,0,0
304128,212,-1,1,rbt16,0,0,5,0,0
229632,213,-1,1,ham03,0,0,5,0,0
200960,214,-1,1,duk10,0,0,5,0,0
331264,215,-1,1,wol03,0,0,5,0,0
268288,216,-1,1,mus12,0,0,5,0,0
300544,217,-1,1,rbt02,0,0,5,0,0
137728,218,-1,1,,0,0,5,0,0
314880,219,-1,1,shp09,0,0,5,0,0
180992,220,-1,1,crd00,0,0,5,0,0
307968,221,-1,1,rhn01,0,0,5,0,0
191232,222,-1,1,dog01,0,0,5,0,0
301312,223,-1,1,rbt05,0,0,5,0,0
268800,224,-1,1,mus14,0,0,5,0,0
315136,225,-1,1,shp10,0,0,5,0,0
186368,226,-1,1,der02,0,0,5,0,0
166656,227,-1,1,cbr14,0,0,5,0,0
136192,228,-1,1,,0,0,5,0,0
250368,229,-1,1,kgr01,0,0,5,0,0
240128,230,-1,1,hrs06,0,0,5,0,0
327680,231,-1,1,tig06,0,0,5,0,0
319232,232,-1,1,squ02,0,0,5,0,0
158464,233,-1,1,cat14,0,0,5,0,0
187648,234,-1,1,der07,0,0,5,0,0
218880,235,-1,1,goa01,0,0,5,0,0
255488,236,-1,1,lon00,0,0,5,0,0
302336,237,-1,1,rbt09,0,0,5,0,0
170496,238,-1,1,chn01,0,0,5,0,0
297216,239,-1,1,pig17,0,0,5,0,0
241920,240,-1,1,hrs13,0,0,5,0,0
269056,241,-1,1,mus15,0,0,5,0,0
142592,242,-1,1,brd00,0,0,5,0,0
290048,243,-1,1,pgn14,0,0,5,0,0
261888,244,-1,1,mnk06,0,0,5,0,0
293632,245,-1,1,pig03,0,0,5,0,0
287232,246,-1,1,pgn03,0,0,5,0,0
319488,247,-1,1,squ03,0,0,5,0,0
200704,248,-1,1,duk09,0,0,5,0,0
244992,249,-1,1,kal01,0,0,5,0,0
211712,250,-1,1,flg03,0,0,5,0,0
267776,251,-1,1,mus10,0,0,5,0,0
296448,252,-1,1,pig14,0,0,5,0,0
139264,253,-1,1,,0,0,5,0,0
152064,254,-1,1,bul08,0,0,5,0,0
159744,255,-1,1,cat19,0,0,5,0,0
211968,256,-1,1,flg04,0,0,5,0,0
312576,257,-1,1,shp00,0,0,5,0,0
194816,258,-1,1,dog15,0,0,5,0,0
131584,259,-1,1,ant02,0,0,5,0,0
283392,260,-1,1,pbr08,0,0,5,0,0
276224,261,-1,1,ost01,0,0,5,0,0
230656,262,-1,1,ham07,0,0,5,0,0
331776,263,-1,1,wol05,0,0,5,0,0
157440,264,-1,1,cat10,0,0,5,0,0
320000,265,-1,1,squ05,0,0,5,0,0
206080,266,-1,1,elp02,0,0,5,0,0
225792,267,-1,1,gor09,0,0,5,0,0
101632,268,-1,1,xct,1,0,5,0,0
102912,269,-1,1,owl,1,0,5,0,0
99073,270,-1,1,rco,1,0,5,0,0
106496,271,-1,1,plk,1,0,5,0,0
106752,272,-1,1,plm,1,0,5,0,0
106240,273,-1,1,plo,1,0,5,0,0
100352,274,-1,1,hgh,1,0,5,0,0
111616,275,-1,1,slo,1,0,5,0,0
108288,276,-1,1,wrl,1,0,5,0,0
101120,277,-1,1,alp,1,0,5,0,0
104704,278,-1,1,kpg,1,0,5,0,0
99586,279,-1,1,rcm,1,0,5,0,0
101377,280,-1,1,szo,1,0,5,0,0
102145,281,70,1,mob,1,0,5,0,0
98562,282,-1,1,sza,1,0,5,0,0
110080,283,-1,1,tuk,1,0,5,0,0
110336,284,-1,1,rei,1,0,5,0,0
210944,285,-1,1,flg00,0,0,5,0,0
143104,286,-1,1,brd02,0,0,5,0,0
157952,287,-1,1,cat12,0,0,5,0,0
164096,288,-1,1,cbr04,0,0,5,0,0
201472,289,-1,1,duk12,0,0,5,0,0
182016,290,-1,1,crd04,0,0,5,0,0
138752,291,-1,1,,0,0,5,0,0
173568,292,-1,1,chn13,0,0,5,0,0
155136,293,-1,1,cat01,0,0,5,0,0
150272,294,-1,1,bul01,0,0,5,0,0
233984,295,-1,1,hip02,0,0,5,0,0
213504,296,-1,1,flg10,0,0,5,0,0
220160,297,-1,1,goa06,0,0,5,0,0
255744,298,-1,1,lon01,0,0,5,0,0
246784,299,-1,1,kal08,0,0,5,0,0
241408,300,-1,1,hrs11,0,0,5,0,0
272896,301,-1,1,ocp01,0,0,5,0,0
294144,302,-1,1,pig05,0,0,5,0,0
200192,303,-1,1,duk07,0,0,5,0,0
186112,304,-1,1,der01,0,0,5,0,0
287488,305,-1,1,pgn04,0,0,5,0,0
321280,306,-1,1,squ10,0,0,5,0,0
186880,307,-1,1,der04,0,0,5,0,0
226048,308,-1,1,gor10,0,0,5,0,0
218624,309,-1,1,goa00,0,0,5,0,0
183040,310,-1,1,crd08,0,0,5,0,0
156160,311,-1,1,cat05,0,0,5,0,0
194560,312,-1,1,dog14,0,0,5,0,0
206336,313,-1,1,elp03,0,0,5,0,0
212224,314,-1,1,flg05,0,0,5,0,0
323328,315,-1,1,squ18,0,0,5,0,0
139520,316,-1,1,,0,0,5,0,0
171520,317,-1,1,chn05,0,0,5,0,0
166912,318,-1,1,cbr15,0,0,5,0,0
158976,319,-1,1,cat16,0,0,5,0,0
302080,320,-1,1,rbt08,0,0,5,0,0
269312,321,-1,1,mus16,0,0,5,0,0
331008,322,-1,1,wol02,0,0,5,0,0
215552,323,-1,1,flg18,0,0,5,0,0
139776,324,-1,1,,0,0,5,0,0
192768,325,-1,1,dog07,0,0,5,0,0
158208,326,-1,1,cat13,0,0,5,0,0
261120,327,-1,1,mnk03,0,0,5,0,0
207872,328,-1,1,elp09,0,0,5,0,0
278016,329,-1,1,ost08,0,0,5,0,0
301056,330,-1,1,rbt04,0,0,5,0,0
323072,331,-1,1,squ17,0,0,5,0,0
296192,332,-1,1,pig13,0,0,5,0,0
198656,333,-1,1,duk01,0,0,5,0,0
301568,334,-1,1,rbt06,0,0,5,0,0
238592,335,-1,1,hrs00,0,0,5,0,0
265984,336,-1,1,mus03,0,0,5,0,0
252416,337,-1,1,kgr09,0,0,5,0,0
314624,338,-1,1,shp08,0,0,5,0,0
332800,339,-1,1,wol09,0,0,5,0,0
156928,340,-1,1,cat08,0,0,5,0,0
278272,341,-1,1,ost09,0,0,5,0,0
228864,342,-1,1,ham00,0,0,5,0,0
251392,343,-1,1,kgr05,0,0,5,0,0
261376,344,-1,1,mnk04,0,0,5,0,0
265216,345,-1,1,mus00,0,0,5,0,0
191744,346,-1,1,dog03,0,0,5,0,0
238848,347,-1,1,hrs01,0,0,5,0,0
247040,348,-1,1,kal09,0,0,5,0,0
225280,349,-1,1,gor07,0,0,5,0,0
282880,350,-1,1,pbr06,0,0,5,0,0
269824,351,-1,1,mus18,0,0,5,0,0
309504,352,-1,1,rhn07,0,0,5,0,0
286976,353,-1,1,pgn02,0,0,5,0,0
327424,354,-1,1,tig05,0,0,5,0,0
292864,355,-1,1,pig00,0,0,5,0,0
289024,356,-1,1,pgn10,0,0,5,0,0
320256,357,-1,1,squ06,0,0,5,0,0
147200,358,-1,1,brd18,0,0,5,0,0
312832,359,-1,1,shp01,0,0,5,0,0
326144,360,-1,1,tig00,0,0,5,0,0
163328,361,-1,1,cbr01,0,0,5,0,0
131328,362,-1,1,ant01,0,0,5,0,0
229888,363,-1,1,ham04,0,0,5,0,0
281344,364,-1,1,pbr00,0,0,5,0,0
200448,365,-1,1,duk08,0,0,5,0,0
303104,366,-1,1,rbt12,0,0,5,0,0
303360,367,-1,1,rbt13,0,0,5,0,0
98563,368,-1,1,sza,1,0,5,0,0
102400,369,-1,1,pge,1,0,5,0,0
107776,370,-1,1,bpt,1,0,5,0,0
105472,371,-1,1,fsl,1,0,5,0,0
103168,372,-1,1,ows,1,0,5,0,0
99843,373,-1,1,rct,1,0,5,0,0
108800,374,-1,1,grf,1,0,5,0,0
104192,375,-1,1,kpm,1,0,5,0,0
101889,376,69,1,mol,1,0,5,0,0
99588,377,-1,1,rcm,1,0,5,0,0
114945,378,-1,1,otgB,1,0,5,0,0
110849,379,-1,1,upa,1,0,5,0,0
109312,380,-1,1,pck,1,0,5,0,0
107008,381,-1,1,gul,1,0,5,0,0
108545,382,40,1,fox,1,0,5,0,0
109568,383,-1,1,pyn,1,0,5,0,0
190976,384,-1,1,dog00,0,0,5,0,0
164352,385,-1,1,cbr05,0,0,5,0,0
136448,386,-1,1,,0,0,5,0,0
257024,387,-1,1,lon06,0,0,5,0,0
199936,388,-1,1,duk06,0,0,5,0,0
233472,389,-1,1,hip00,0,0,5,0,0
160256,390,-1,1,cat21,0,0,5,0,0
229376,391,-1,1,ham02,0,0,5,0,0
240640,392,-1,1,hrs08,0,0,5,0,0
205824,393,-1,1,elp01,0,0,5,0,0
269568,394,-1,1,mus17,0,0,5,0,0
224000,395,-1,1,gor02,0,0,5,0,0
173312,396,-1,1,chn12,0,0,5,0,0
215296,397,-1,1,flg17,0,0,5,0,0
220672,398,-1,1,goa08,0,0,5,0,0
195584,399,-1,1,dog18,0,0,5,0,0
159488,400,-1,1,cat18,0,0,5,0,0
188160,401,-1,1,der09,0,0,5,0,0
300288,402,-1,1,rbt01,0,0,5,0,0
281856,403,-1,1,pbr02,0,0,5,0,0
275968,404,-1,1,ost00,0,0,5,0,0
332032,405,-1,1,wol06,0,0,5,0,0
315392,406,-1,1,shp11,0,0,5,0,0
289536,407,-1,1,pgn12,0,0,5,0,0
245248,408,-1,1,kal02,0,0,5,0,0
192000,409,-1,1,dog04,0,0,5,0,0
131840,410,-1,1,ant03,0,0,5,0,0
160000,411,-1,1,cat20,0,0,5,0,0
178176,412,-1,1,cow07,0,0,5,0,0
223744,413,-1,1,gor01,0,0,5,0,0
167424,414,-1,1,cbr17,0,0,5,0,0
133376,415,-1,1,ant09,0,0,5,0,0
293888,416,-1,1,pig04,0,0,5,0,0
239360,417,-1,1,hrs03,0,0,5,0,0
212480,418,-1,1,flg06,0,0,5,0,0
257280,419,-1,1,lon07,0,0,5,0,0
261632,420,-1,1,mnk05,0,0,5,0,0
252160,421,-1,1,kgr08,0,0,5,0,0
304896,422,-1,1,rbt19,0,0,5,0,0
315904,423,-1,1,shp13,0,0,5,0,0
286464,424,-1,1,pgn00,0,0,5,0,0
241664,425,-1,1,hrs12,0,0,5,0,0
229120,426,-1,1,ham01,0,0,5,0,0
266496,427,-1,1,mus05,0,0,5,0,0
156672,428,-1,1,cat07,0,0,5,0,0
320768,429,-1,1,squ08,0,0,5,0,0
283648,430,-1,1,pbr09,0,0,5,0,0
273152,431,-1,1,ocp02,0,0,5,0,0
295680,432,-1,1,pig11,0,0,5,0,0
211200,433,-1,1,flg01,0,0,5,0,0
240896,434,-1,1,hrs09,0,0,5,0,0
136960,435,-1,1,,0,0,5,0,0
251648,436,-1,1,kgr06,0,0,5,0,0
146688,437,-1,1,brd16,0,0,5,0,0
320512,438,-1,1,squ07,0,0,5,0,0
302592,439,-1,1,rbt10,0,0,5,0,0
199680,440,-1,1,duk05,0,0,5,0,0
307712,441,-1,1,rhn00,0,0,5,0,0
172544,442,-1,1,chn09,0,0,5,0,0
267520,443,-1,1,mus09,0,0,5,0,0
245504,444,-1,1,kal03,0,0,5,0,0
167168,445,-1,1,cbr16,0,0,5,0,0
319744,446,-1,1,squ04,0,0,5,0,0
296704,447,-1,1,pig15,0,0,5,0,0
202240,448,-1,1,duk15,0,0,5,0,0
330752,449,-1,1,wol01,0,0,5,0,0
235776,450,-1,1,hip09,0,0,5,0,0
206592,451,-1,1,elp04,0,0,5,0,0
191488,452,-1,1,dog02,0,0,5,0,0
155392,453,-1,1,cat02,0,0,5,0,0
326400,454,-1,1,tig01,0,0,5,0,0
199168,455,-1,1,duk03,0,0,5,0,0
186624,456,-1,1,der03,0,0,5,0,0
303872,457,-1,1,rbt15,0,0,5,0,0
182784,458,-1,1,crd07,0,0,5,0,0
277504,459,-1,1,ost06,0,0,5,0,0
211456,460,-1,1,flg02,0,0,5,0,0
138496,461,-1,1,,0,0,5,0,0
321536,462,-1,1,squ11,0,0,5,0,0
260864,463,-1,1,mnk02,0,0,5,0,0
289280,464,-1,1,pgn11,0,0,5,0,0
150016,465,-1,1,bul00,0,0,5,0,0
143360,466,-1,1,brd03,0,0,5,0,0
142848,467,-1,1,brd01,0,0,5,0,0
332544,743,-1,1,wol08,0,0,5,0,0
303616,744,-1,1,rbt14,0,0,5,0,0
166400,745,-1,1,cbr13,0,0,5,0,0
143872,746,-1,1,brd05,0,0,5,0,0
206848,747,-1,1,elp05,0,0,5,0,0
308736,748,-1,1,rhn04,0,0,5,0,0
313344,749,-1,1,shp03,0,0,5,0,0
326656,750,-1,1,tig02,0,0,5,0,0
213760,751,-1,1,flg11,0,0,5,0,0
322304,752,-1,1,squ14,0,0,5,0,0
295168,753,-1,1,pig09,0,0,5,0,0
288768,754,-1,1,pgn09,0,0,5,0,0
250624,755,-1,1,kgr02,0,0,5,0,0
201728,756,-1,1,duk13,0,0,5,0,0
256000,757,-1,1,lon02,0,0,5,0,0
150784,758,-1,1,bul03,0,0,5,0,0
138240,759,-1,1,,0,0,5,0,0
145408,760,-1,1,brd11,0,0,5,0,0
193280,761,-1,1,dog09,0,0,5,0,0
219136,762,-1,1,goa02,0,0,5,0,0
224768,763,-1,1,gor05,0,0,5,0,0
234752,764,-1,1,hip05,0,0,5,0,0
295424,765,-1,1,pig10,0,0,5,0,0
164864,766,-1,1,cbr07,0,0,5,0,0
172800,767,-1,1,chn10,0,0,5,0,0
276480,768,-1,1,ost02,0,0,5,0,0
302848,769,-1,1,rbt11,0,0,5,0,0
214784,770,-1,1,flg15,0,0,5,0,0
277248,771,-1,1,ost05,0,0,5,0,0
224512,772,-1,1,gor04,0,0,5,0,0
193536,773,-1,1,dog10,0,0,5,0,0
144128,774,-1,1,brd06,0,0,5,0,0
207360,775,-1,1,elp07,0,0,5,0,0
181504,776,-1,1,crd02,0,0,5,0,0
201216,777,-1,1,duk11,0,0,5,0,0
267264,778,-1,1,mus08,0,0,5,0,0
256512,779,-1,1,lon04,0,0,5,0,0
308224,780,-1,1,rhn02,0,0,5,0,0
313600,781,-1,1,shp04,0,0,5,0,0
213248,782,-1,1,flg09,0,0,5,0,0
177920,783,-1,1,cow06,0,0,5,0,0
245760,784,-1,1,kal04,0,0,5,0,0
276736,785,-1,1,ost03,0,0,5,0,0
132608,786,-1,1,ant06,0,0,5,0,0
165376,787,-1,1,cbr09,0,0,5,0,0
331520,788,-1,1,wol04,0,0,5,0,0
282112,789,-1,1,pbr03,0,0,5,0,0
240384,790,-1,1,hrs07,0,0,5,0,0
139008,791,-1,1,,0,0,5,0,0
322048,792,-1,1,squ13,0,0,5,0,0
98304,8,-1,0,,2,0,0,1,1
226305,793,-1,1,gor11,0,0,5,0,0
167681,794,-1,1,cbr18,0,0,5,0,0
316161,795,-1,1,shp14,0,0,5,0,0
208385,796,-1,1,elp11,0,0,5,0,0
188417,797,-1,1,der10,0,0,5,0,0
305153,798,-1,1,rbt20,0,0,5,0,0
659456,967,-1,1,hrs16,0,0,5,0,0
658944,965,-1,1,cbr19,0,0,5,0,0
658432,963,-1,1,wol12,0,0,5,0,0
657920,961,-1,1,,0,0,5,0,0
659200,966,-1,1,cat23,0,0,5,0,0
658688,964,-1,1,elp12,0,0,5,0,0
657664,960,-1,1,goa09,0,0,5,0,0
658176,962,-1,1,shp15,0,0,5,0,0
99074,936,2,1,rco,1,0,5,0,0
99333,937,-1,1,rcm,1,0,5,0,0
98564,938,0,1,sza,1,0,5,0,0
655360,939,-1,1,dod,1,0,5,0,0
655616,940,-1,1,doc,1,0,5,0,0
102912,941,-1,1,owl,1,0,5,0,0
103168,942,-1,1,ows,1,0,5,0,0
100352,943,-1,1,hgh,1,0,5,0,0
100096,944,-1,1,hgs,1,0,5,0,0
100609,945,-1,1,hgc,1,0,5,0,0
98816,946,-1,1,tkkA,1,0,5,0,0
655872,947,-1,1,bey,1,0,5,0,0
656128,948,-1,1,chy,1,0,5,0,0
656384,949,-1,1,boc,1,0,5,0,0
103424,950,-1,1,skk,1,0,5,0,0
108032,951,-1,1,cml,1,0,5,0,0
656640,952,-1,1,spn,1,0,5,0,0
107008,953,-1,1,gul,1,0,5,0,0
656896,954,-1,1,gstA,1,0,5,0,0
114946,955,-1,1,otg,1,0,5,0,0
657152,956,-1,1,mnc,1,0,5,0,0
657408,957,-1,1,man,1,0,5,0,0
99075,958,5,1,rco,1,0,5,0,0
98565,959,1,1,sza,1,0,5,0,0
659712,968,-1,1,rbt21,0,0,5,0,0
659968,969,-1,1,squ21,0,0,5,0,0
660224,970,-1,1,mnk09,0,0,5,0,0
660480,971,-1,1,der11,0,0,5,0,0
660736,972,-1,1,ham09,0,0,5,0,0
660992,973,-1,1,mus19,0,0,5,0,0
661248,974,-1,1,ocp04,0,0,5,0,0
661504,975,-1,1,pbr10,0,0,5,0,0
661760,976,-1,1,pgn07,0,0,5,0,0
662016,977,-1,1,ant05,0,0,5,0,0
662272,978,-1,1,brd09,0,0,5,0,0
662528,979,-1,1,ost04,0,0,5,0,0
662784,980,-1,1,dog11,0,0,5,0,0
663040,981,-1,1,rhn05,0,0,5,0,0
663296,982,-1,1,crd05,0,0,5,0,0
663552,983,-1,1,kal07,0,0,5,0,0
